support,itemsets
0.051051821446895844,"frozenset({'frankfurter', 'soda'})"
0.0107747562852745,"frozenset({'specialty bar', 'frankfurter'})"
0.0107747562852745,"frozenset({'frankfurter', 'specialty chocolate'})"
0.011287839917906618,"frozenset({'frankfurter', 'sugar'})"
0.03386351975371986,"frozenset({'frankfurter', 'tropical fruit'})"
0.012314007183170857,"frozenset({'frankfurter', 'waffles'})"
0.026936890713186248,"frozenset({'frankfurter', 'whipped/sour cream'})"
0.013340174448435094,"frozenset({'frankfurter', 'white bread'})"
0.06798358132375577,"frozenset({'frankfurter', 'whole milk'})"
0.04207285787583376,"frozenset({'frankfurter', 'yogurt'})"
0.010005130836326322,"frozenset({'frozen dessert', 'soda'})"
0.012057465366854798,"frozenset({'frozen dessert', 'whole milk'})"
0.011800923550538737,"frozenset({'other vegetables', 'frozen fish'})"
0.014366341713699333,"frozenset({'whole milk', 'frozen fish'})"
0.0107747562852745,"frozenset({'fruit/vegetable juice', 'frozen meals'})"
0.01051821446895844,"frozenset({'newspapers', 'frozen meals'})"
0.027706516162134428,"frozenset({'frozen meals', 'other vegetables'})"
0.011800923550538737,"frozenset({'pastry', 'frozen meals'})"
0.011800923550538737,"frozenset({'frozen meals', 'pip fruit'})"
0.028219599794766546,"frozenset({'frozen meals', 'rolls/buns'})"
0.014622883530015392,"frozenset({'frozen meals', 'root vegetables'})"
0.01590559261159569,"frozenset({'frozen meals', 'sausage'})"
0.011031298101590559,"frozenset({'frozen meals', 'shopping bags'})"
0.02077988712160082,"frozenset({'frozen meals', 'soda'})"
0.017701385325808106,"frozenset({'frozen meals', 'tropical fruit'})"
0.011287839917906618,"frozenset({'whipped/sour cream', 'frozen meals'})"
0.03258081067213956,"frozenset({'frozen meals', 'whole milk'})"
0.02077988712160082,"frozenset({'frozen meals', 'yogurt'})"
0.01539250897896357,"frozenset({'fruit/vegetable juice', 'frozen vegetables'})"
0.010005130836326322,"frozenset({'hamburger meat', 'frozen vegetables'})"
0.014109799897383273,"frozenset({'margarine', 'frozen vegetables'})"
0.012057465366854798,"frozenset({'napkins', 'frozen vegetables'})"
0.016675218060543867,"frozenset({'newspapers', 'frozen vegetables'})"
0.045664443304258596,"frozenset({'other vegetables', 'frozen vegetables'})"
0.01693175987685993,"frozenset({'pastry', 'frozen vegetables'})"
0.018471010774756286,"frozenset({'pip fruit', 'frozen vegetables'})"
0.016675218060543867,"frozenset({'pork', 'frozen vegetables'})"
0.04104669061056952,"frozenset({'rolls/buns', 'frozen vegetables'})"
0.029502308876346844,"frozenset({'root vegetables', 'frozen vegetables'})"
0.024371472550025655,"frozenset({'sausage', 'frozen vegetables'})"
0.020010261672652643,"frozenset({'frozen vegetables', 'shopping bags'})"
0.03642893791688045,"frozenset({'frozen vegetables', 'soda'})"
0.023345305284761416,"frozenset({'tropical fruit', 'frozen vegetables'})"
0.020010261672652643,"frozenset({'whipped/sour cream', 'frozen vegetables'})"
0.05515649050795279,"frozenset({'whole milk', 'frozen vegetables'})"
0.0336069779374038,"frozenset({'yogurt', 'frozen vegetables'})"
0.010005130836326322,"frozenset({'fruit/vegetable juice', 'ham'})"
0.011031298101590559,"frozenset({'fruit/vegetable juice', 'hamburger meat'})"
0.011800923550538737,"frozenset({'fruit/vegetable juice', 'long life bakery product'})"
0.018984094407388404,"frozenset({'fruit/vegetable juice', 'margarine'})"
0.01026167265264238,"frozenset({'fruit/vegetable juice', 'napkins'})"
0.016675218060543867,"frozenset({'newspapers', 'fruit/vegetable juice'})"
0.01051821446895844,"frozenset({'fruit/vegetable juice', 'onions'})"
0.052591072344792204,"frozenset({'fruit/vegetable juice', 'other vegetables'})"
0.02616726526423807,"frozenset({'fruit/vegetable juice', 'pastry'})"
0.024884556182657773,"frozenset({'fruit/vegetable juice', 'pip fruit'})"
0.018727552591072345,"frozenset({'fruit/vegetable juice', 'pork'})"
0.05361723961005644,"frozenset({'fruit/vegetable juice', 'rolls/buns'})"
0.03873781426372499,"frozenset({'fruit/vegetable juice', 'root vegetables'})"
0.011031298101590559,"frozenset({'salty snack', 'fruit/vegetable juice'})"
0.030528476141611083,"frozenset({'fruit/vegetable juice', 'sausage'})"
0.022575679835813236,"frozenset({'fruit/vegetable juice', 'shopping bags'})"
0.044125192406362236,"frozenset({'fruit/vegetable juice', 'soda'})"
0.012314007183170857,"frozenset({'fruit/vegetable juice', 'sugar'})"
0.03309389430477168,"frozenset({'fruit/vegetable juice', 'tropical fruit'})"
0.020010261672652643,"frozenset({'fruit/vegetable juice', 'whipped/sour cream'})"
0.062339661364802464,"frozenset({'fruit/vegetable juice', 'whole milk'})"
0.04079014879425346,"frozenset({'fruit/vegetable juice', 'yogurt'})"
0.024628014366341714,"frozenset({'other vegetables', 'grapes'})"
0.011287839917906618,"frozenset({'pastry', 'grapes'})"
0.0107747562852745,"frozenset({'pip fruit', 'grapes'})"
0.022319138019497177,"frozenset({'rolls/buns', 'grapes'})"
0.014879425346331451,"frozenset({'root vegetables', 'grapes'})"
0.013853258081067214,"frozenset({'sausage', 'grapes'})"
0.019497178040020522,"frozenset({'soda', 'grapes'})"
0.015135967162647512,"frozenset({'tropical fruit', 'grapes'})"
0.028476141611082608,"frozenset({'whole milk', 'grapes'})"
0.019240636223704463,"frozenset({'yogurt', 'grapes'})"
0.012827090815802977,"frozenset({'newspapers', 'ham'})"
0.02719343252950231,"frozenset({'other vegetables', 'ham'})"
0.014366341713699333,"frozenset({'pastry', 'ham'})"
0.011800923550538737,"frozenset({'pip fruit', 'ham'})"
0.024114930733709596,"frozenset({'rolls/buns', 'ham'})"
0.015135967162647512,"frozenset({'root vegetables', 'ham'})"
0.014622883530015392,"frozenset({'sausage', 'ham'})"
0.012827090815802977,"frozenset({'ham', 'shopping bags'})"
0.022832221652129298,"frozenset({'ham', 'soda'})"
0.016418676244227808,"frozenset({'tropical fruit', 'ham'})"
0.012570548999486916,"frozenset({'whipped/sour cream', 'ham'})"
0.03694202154951257,"frozenset({'whole milk', 'ham'})"
0.02052334530528476,"frozenset({'yogurt', 'ham'})"
0.013083632632119035,"frozenset({'newspapers', 'hamburger meat'})"
0.03540277065161621,"frozenset({'other vegetables', 'hamburger meat'})"
0.013596716264751155,"frozenset({'pastry', 'hamburger meat'})"
0.016418676244227808,"frozenset({'hamburger meat', 'pip fruit'})"
0.012314007183170857,"frozenset({'pork', 'hamburger meat'})"
0.0323242688558235,"frozenset({'hamburger meat', 'rolls/buns'})"
0.02129297075423294,"frozenset({'hamburger meat', 'root vegetables'})"
0.017957927142124165,"frozenset({'sausage', 'hamburger meat'})"
0.013596716264751155,"frozenset({'hamburger meat', 'shopping bags'})"
0.028219599794766546,"frozenset({'hamburger meat', 'soda'})"
0.018984094407388404,"frozenset({'tropical fruit', 'hamburger meat'})"
0.01693175987685993,"frozenset({'whipped/sour cream', 'hamburger meat'})"
0.045407901487942534,"frozenset({'hamburger meat', 'whole milk'})"
0.028476141611082608,"frozenset({'yogurt', 'hamburger meat'})"
0.025654181631605953,"frozenset({'hard cheese', 'other vegetables'})"
0.011287839917906618,"frozenset({'hard cheese', 'pip fruit'})"
0.022575679835813236,"frozenset({'hard cheese', 'rolls/buns'})"
0.016418676244227808,"frozenset({'hard cheese', 'root vegetables'})"
0.012057465366854798,"frozenset({'hard cheese', 'sausage'})"
0.012057465366854798,"frozenset({'hard cheese', 'shopping bags'})"
0.018727552591072345,"frozenset({'hard cheese', 'soda'})"
0.014879425346331451,"frozenset({'hard cheese', 'tropical fruit'})"
0.027706516162134428,"frozenset({'hard cheese', 'whole milk'})"
0.014879425346331451,"frozenset({'hard cheese', 'yogurt'})"
0.01539250897896357,"frozenset({'herbs', 'other vegetables'})"
0.012314007183170857,"frozenset({'herbs', 'rolls/buns'})"
0.01026167265264238,"frozenset({'herbs', 'sausage'})"
0.011031298101590559,"frozenset({'herbs', 'soda'})"
0.02103642893791688,"frozenset({'herbs', 'whole milk'})"
0.015135967162647512,"frozenset({'yogurt', 'herbs'})"
0.010005130836326322,"frozenset({'newspapers', 'hygiene articles'})"
0.022575679835813236,"frozenset({'other vegetables', 'hygiene articles'})"
0.011031298101590559,"frozenset({'pastry', 'hygiene articles'})"
0.01051821446895844,"frozenset({'hygiene articles', 'pip fruit'})"
0.022575679835813236,"frozenset({'hygiene articles', 'rolls/buns'})"
0.01590559261159569,"frozenset({'hygiene articles', 'root vegetables'})"
0.012570548999486916,"frozenset({'sausage', 'hygiene articles'})"
0.010005130836326322,"frozenset({'hygiene articles', 'shopping bags'})"
0.01693175987685993,"frozenset({'hygiene articles', 'soda'})"
0.012570548999486916,"frozenset({'tropical fruit', 'hygiene articles'})"
0.02744997434581837,"frozenset({'hygiene articles', 'whole milk'})"
0.01564905079527963,"frozenset({'yogurt', 'hygiene articles'})"
0.022575679835813236,"frozenset({'other vegetables', 'ice cream'})"
0.011800923550538737,"frozenset({'pastry', 'ice cream'})"
0.012314007183170857,"frozenset({'ice cream', 'pip fruit'})"
0.024371472550025655,"frozenset({'ice cream', 'rolls/buns'})"
0.014366341713699333,"frozenset({'ice cream', 'root vegetables'})"
0.01539250897896357,"frozenset({'sausage', 'ice cream'})"
0.01051821446895844,"frozenset({'ice cream', 'shopping bags'})"
0.018727552591072345,"frozenset({'ice cream', 'soda'})"
0.013083632632119035,"frozenset({'tropical fruit', 'ice cream'})"
0.011287839917906618,"frozenset({'whipped/sour cream', 'ice cream'})"
0.030271934325295024,"frozenset({'ice cream', 'whole milk'})"
0.01718830169317599,"frozenset({'yogurt', 'ice cream'})"
0.012827090815802977,"frozenset({'liquor', 'other vegetables'})"
0.011287839917906618,"frozenset({'liquor', 'rolls/buns'})"
0.0107747562852745,"frozenset({'liquor', 'soda'})"
0.016675218060543867,"frozenset({'liquor', 'whole milk'})"
0.01026167265264238,"frozenset({'liquor', 'yogurt'})"
0.02642380708055413,"frozenset({'other vegetables', 'long life bakery product'})"
0.014366341713699333,"frozenset({'pastry', 'long life bakery product'})"
0.013083632632119035,"frozenset({'long life bakery product', 'pip fruit'})"
0.012057465366854798,"frozenset({'pork', 'long life bakery product'})"
0.02744997434581837,"frozenset({'rolls/buns', 'long life bakery product'})"
0.01718830169317599,"frozenset({'long life bakery product', 'root vegetables'})"
0.017957927142124165,"frozenset({'sausage', 'long life bakery product'})"
0.023601847101077475,"frozenset({'long life bakery product', 'soda'})"
0.01693175987685993,"frozenset({'tropical fruit', 'long life bakery product'})"
0.0107747562852745,"frozenset({'whipped/sour cream', 'long life bakery product'})"
0.028989225243714726,"frozenset({'long life bakery product', 'whole milk'})"
0.02052334530528476,"frozenset({'yogurt', 'long life bakery product'})"
0.011031298101590559,"frozenset({'margarine', 'napkins'})"
0.017444843509492047,"frozenset({'newspapers', 'margarine'})"
0.05002565418163161,"frozenset({'margarine', 'other vegetables'})"
0.023345305284761416,"frozenset({'margarine', 'pastry'})"
0.023088763468445357,"frozenset({'margarine', 'pip fruit'})"
0.017444843509492047,"frozenset({'margarine', 'pork'})"
0.044894817855310416,"frozenset({'margarine', 'rolls/buns'})"
0.030528476141611083,"frozenset({'margarine', 'root vegetables'})"
0.02668034889687019,"frozenset({'margarine', 'sausage'})"
0.023858388917393534,"frozenset({'margarine', 'shopping bags'})"
0.040533606977937404,"frozenset({'margarine', 'soda'})"
0.02539763981528989,"frozenset({'margarine', 'tropical fruit'})"
0.023345305284761416,"frozenset({'margarine', 'whipped/sour cream'})"
0.012314007183170857,"frozenset({'margarine', 'white bread'})"
0.059517701385325805,"frozenset({'margarine', 'whole milk'})"
0.03668547973319651,"frozenset({'margarine', 'yogurt'})"
0.011287839917906618,"frozenset({'meat', 'newspapers'})"
0.028219599794766546,"frozenset({'meat', 'other vegetables'})"
0.013853258081067214,"frozenset({'meat', 'pastry'})"
0.014109799897383273,"frozenset({'meat', 'pip fruit'})"
0.023345305284761416,"frozenset({'meat', 'rolls/buns'})"
0.018727552591072345,"frozenset({'meat', 'root vegetables'})"
0.015135967162647512,"frozenset({'meat', 'sausage'})"
0.011031298101590559,"frozenset({'meat', 'shopping bags'})"
0.02129297075423294,"frozenset({'meat', 'soda'})"
0.01718830169317599,"frozenset({'meat', 'tropical fruit'})"
0.013083632632119035,"frozenset({'meat', 'whipped/sour cream'})"
0.034889687018984095,"frozenset({'meat', 'whole milk'})"
0.017701385325808106,"frozenset({'meat', 'yogurt'})"
0.01026167265264238,"frozenset({'newspapers', 'misc. beverages'})"
0.023345305284761416,"frozenset({'other vegetables', 'misc. beverages'})"
0.013340174448435094,"frozenset({'pastry', 'misc. beverages'})"
0.012570548999486916,"frozenset({'pip fruit', 'misc. beverages'})"
0.010005130836326322,"frozenset({'pork', 'misc. beverages'})"
0.023345305284761416,"frozenset({'rolls/buns', 'misc. beverages'})"
0.013340174448435094,"frozenset({'root vegetables', 'misc. beverages'})"
0.014622883530015392,"frozenset({'sausage', 'misc. beverages'})"
0.01718830169317599,"frozenset({'misc. beverages', 'soda'})"
0.018214468958440224,"frozenset({'tropical fruit', 'misc. beverages'})"
0.02744997434581837,"frozenset({'whole milk', 'misc. beverages'})"
0.019753719856336584,"frozenset({'yogurt', 'misc. beverages'})"
0.014109799897383273,"frozenset({'mustard', 'whole milk'})"
0.013853258081067214,"frozenset({'newspapers', 'napkins'})"
0.0336069779374038,"frozenset({'napkins', 'other vegetables'})"
0.01590559261159569,"frozenset({'pastry', 'napkins'})"
0.013340174448435094,"frozenset({'napkins', 'pip fruit'})"
0.013596716264751155,"frozenset({'napkins', 'pork'})"
0.035659312467932275,"frozenset({'napkins', 'rolls/buns'})"
0.022832221652129298,"frozenset({'napkins', 'root vegetables'})"
0.018984094407388404,"frozenset({'napkins', 'sausage'})"
0.01616213442791175,"frozenset({'napkins', 'shopping bags'})"
0.02744997434581837,"frozenset({'napkins', 'soda'})"
0.022575679835813236,"frozenset({'napkins', 'tropical fruit'})"
0.014622883530015392,"frozenset({'whipped/sour cream', 'napkins'})"
0.043099025141098,"frozenset({'napkins', 'whole milk'})"
0.024884556182657773,"frozenset({'napkins', 'yogurt'})"
0.01026167265264238,"frozenset({'newspapers', 'onions'})"
0.05156490507952796,"frozenset({'newspapers', 'other vegetables'})"
0.02668034889687019,"frozenset({'newspapers', 'pastry'})"
0.02668034889687019,"frozenset({'newspapers', 'pip fruit'})"
0.02103642893791688,"frozenset({'newspapers', 'pork'})"
0.05720882503848127,"frozenset({'newspapers', 'rolls/buns'})"
0.03873781426372499,"frozenset({'newspapers', 'root vegetables'})"
0.014109799897383273,"frozenset({'salty snack', 'newspapers'})"
0.03155464340687532,"frozenset({'newspapers', 'sausage'})"
0.030015392508978965,"frozenset({'newspapers', 'shopping bags'})"
0.049769112365315546,"frozenset({'newspapers', 'soda'})"
0.012314007183170857,"frozenset({'specialty bar', 'newspapers'})"
0.012314007183170857,"frozenset({'newspapers', 'sugar'})"
0.03694202154951257,"frozenset({'newspapers', 'tropical fruit'})"
0.027706516162134428,"frozenset({'newspapers', 'whipped/sour cream'})"
0.016418676244227808,"frozenset({'newspapers', 'white bread'})"
0.07234479220112879,"frozenset({'newspapers', 'whole milk'})"
0.04720369420215495,"frozenset({'newspapers', 'yogurt'})"
0.02616726526423807,"frozenset({'other vegetables', 'oil'})"
0.011287839917906618,"frozenset({'pastry', 'oil'})"
0.01051821446895844,"frozenset({'pip fruit', 'oil'})"
0.011544381734222679,"frozenset({'pork', 'oil'})"
0.020266803488968702,"frozenset({'rolls/buns', 'oil'})"
0.012827090815802977,"frozenset({'oil', 'root vegetables'})"
0.012057465366854798,"frozenset({'sausage', 'oil'})"
0.02077988712160082,"frozenset({'oil', 'soda'})"
0.01616213442791175,"frozenset({'tropical fruit', 'oil'})"
0.030271934325295024,"frozenset({'whole milk', 'oil'})"
0.020010261672652643,"frozenset({'yogurt', 'oil'})"
0.0336069779374038,"frozenset({'onions', 'other vegetables'})"
0.017444843509492047,"frozenset({'pastry', 'onions'})"
0.014622883530015392,"frozenset({'onions', 'pip fruit'})"
0.012057465366854798,"frozenset({'onions', 'pork'})"
0.03258081067213956,"frozenset({'onions', 'rolls/buns'})"
0.020010261672652643,"frozenset({'onions', 'root vegetables'})"
0.01693175987685993,"frozenset({'onions', 'sausage'})"
0.014366341713699333,"frozenset({'onions', 'shopping bags'})"
0.025910723447922012,"frozenset({'onions', 'soda'})"
0.017957927142124165,"frozenset({'onions', 'tropical fruit'})"
0.013083632632119035,"frozenset({'whipped/sour cream', 'onions'})"
0.039763981528989224,"frozenset({'onions', 'whole milk'})"
0.023858388917393534,"frozenset({'onions', 'yogurt'})"
0.0107747562852745,"frozenset({'other vegetables', 'packaged fruit/vegetables'})"
0.011800923550538737,"frozenset({'other vegetables', 'pasta'})"
0.0715751667521806,"frozenset({'pastry', 'other vegetables'})"
0.01026167265264238,"frozenset({'other vegetables', 'pet care'})"
0.014879425346331451,"frozenset({'other vegetables', 'pickled vegetables'})"
0.07234479220112879,"frozenset({'other vegetables', 'pip fruit'})"
0.05566957414058492,"frozenset({'pork', 'other vegetables'})"
0.015135967162647512,"frozenset({'other vegetables', 'pot plants'})"
0.014366341713699333,"frozenset({'processed cheese', 'other vegetables'})"
0.017957927142124165,"frozenset({'red/blush wine', 'other vegetables'})"
0.14674191893278604,"frozenset({'other vegetables', 'rolls/buns'})"
0.09415084658799384,"frozenset({'other vegetables', 'root vegetables'})"
0.029245767060030785,"frozenset({'salty snack', 'other vegetables'})"
0.09286813750641354,"frozenset({'other vegetables', 'sausage'})"
0.010005130836326322,"frozenset({'seasonal products', 'other vegetables'})"
0.017444843509492047,"frozenset({'semi-finished bread', 'other vegetables'})"
0.07311441765007697,"frozenset({'other vegetables', 'shopping bags'})"
0.022062596203181118,"frozenset({'sliced cheese', 'other vegetables'})"
0.1241662390969728,"frozenset({'other vegetables', 'soda'})"
0.018471010774756286,"frozenset({'other vegetables', 'soft cheese'})"
0.024371472550025655,"frozenset({'specialty bar', 'other vegetables'})"
0.02744997434581837,"frozenset({'other vegetables', 'specialty chocolate'})"
0.011544381734222679,"frozenset({'other vegetables', 'spread cheese'})"
0.029245767060030785,"frozenset({'other vegetables', 'sugar'})"
0.09132888660851719,"frozenset({'other vegetables', 'tropical fruit'})"
0.0310415597742432,"frozenset({'waffles', 'other vegetables'})"
0.06695741405849154,"frozenset({'whipped/sour cream', 'other vegetables'})"
0.03642893791688045,"frozenset({'other vegetables', 'white bread'})"
0.017444843509492047,"frozenset({'white wine', 'other vegetables'})"
0.1913801949717804,"frozenset({'other vegetables', 'whole milk'})"
0.12031811185223192,"frozenset({'yogurt', 'other vegetables'})"
0.011544381734222679,"frozenset({'rolls/buns', 'packaged fruit/vegetables'})"
0.015135967162647512,"frozenset({'packaged fruit/vegetables', 'whole milk'})"
0.012827090815802977,"frozenset({'pasta', 'rolls/buns'})"
0.012314007183170857,"frozenset({'pasta', 'soda'})"
0.013596716264751155,"frozenset({'pasta', 'whole milk'})"
0.01051821446895844,"frozenset({'yogurt', 'pasta'})"
0.04104669061056952,"frozenset({'pastry', 'pip fruit'})"
0.024884556182657773,"frozenset({'pastry', 'pork'})"
0.010005130836326322,"frozenset({'red/blush wine', 'pastry'})"
0.06952283222165213,"frozenset({'pastry', 'rolls/buns'})"
0.04669061056952283,"frozenset({'pastry', 'root vegetables'})"
0.011031298101590559,"frozenset({'salty snack', 'pastry'})"
0.040533606977937404,"frozenset({'pastry', 'sausage'})"
0.029502308876346844,"frozenset({'pastry', 'shopping bags'})"
0.013083632632119035,"frozenset({'pastry', 'sliced cheese'})"
0.06310928681375064,"frozenset({'pastry', 'soda'})"
0.011800923550538737,"frozenset({'specialty bar', 'pastry'})"
0.012827090815802977,"frozenset({'pastry', 'specialty chocolate'})"
0.014622883530015392,"frozenset({'pastry', 'sugar'})"
0.046177526936890714,"frozenset({'pastry', 'tropical fruit'})"
0.015135967162647512,"frozenset({'pastry', 'waffles'})"
0.02744997434581837,"frozenset({'whipped/sour cream', 'pastry'})"
0.01693175987685993,"frozenset({'pastry', 'white bread'})"
0.09107234479220112,"frozenset({'pastry', 'whole milk'})"
0.05797845048742945,"frozenset({'pastry', 'yogurt'})"
0.01026167265264238,"frozenset({'rolls/buns', 'pet care'})"
0.012570548999486916,"frozenset({'rolls/buns', 'pickled vegetables'})"
0.0107747562852745,"frozenset({'root vegetables', 'pickled vegetables'})"
0.011800923550538737,"frozenset({'pickled vegetables', 'soda'})"
0.017701385325808106,"frozenset({'whole milk', 'pickled vegetables'})"
0.01026167265264238,"frozenset({'yogurt', 'pickled vegetables'})"
0.028989225243714726,"frozenset({'pork', 'pip fruit'})"
0.0672139558748076,"frozenset({'rolls/buns', 'pip fruit'})"
0.044638276038994354,"frozenset({'pip fruit', 'root vegetables'})"
0.011800923550538737,"frozenset({'salty snack', 'pip fruit'})"
0.04207285787583376,"frozenset({'sausage', 'pip fruit'})"
0.03181118522319138,"frozenset({'pip fruit', 'shopping bags'})"
0.01026167265264238,"frozenset({'sliced cheese', 'pip fruit'})"
0.06054386865059005,"frozenset({'pip fruit', 'soda'})"
0.011031298101590559,"frozenset({'specialty chocolate', 'pip fruit'})"
0.014366341713699333,"frozenset({'sugar', 'pip fruit'})"
0.04361210877373012,"frozenset({'tropical fruit', 'pip fruit'})"
0.014622883530015392,"frozenset({'waffles', 'pip fruit'})"
0.030528476141611083,"frozenset({'whipped/sour cream', 'pip fruit'})"
0.016418676244227808,"frozenset({'white bread', 'pip fruit'})"
0.08696767573114418,"frozenset({'pip fruit', 'whole milk'})"
0.056695741405849154,"frozenset({'yogurt', 'pip fruit'})"
0.04746023601847101,"frozenset({'pork', 'rolls/buns'})"
0.034120061570035914,"frozenset({'pork', 'root vegetables'})"
0.01026167265264238,"frozenset({'salty snack', 'pork'})"
0.03155464340687532,"frozenset({'pork', 'sausage'})"
0.025910723447922012,"frozenset({'pork', 'shopping bags'})"
0.045664443304258596,"frozenset({'pork', 'soda'})"
0.03617239610056439,"frozenset({'pork', 'tropical fruit'})"
0.010005130836326322,"frozenset({'pork', 'waffles'})"
0.024114930733709596,"frozenset({'whipped/sour cream', 'pork'})"
0.012570548999486916,"frozenset({'pork', 'white bread'})"
0.06695741405849154,"frozenset({'pork', 'whole milk'})"
0.04232939969214982,"frozenset({'yogurt', 'pork'})"
0.013596716264751155,"frozenset({'rolls/buns', 'pot plants'})"
0.01564905079527963,"frozenset({'whole milk', 'pot plants'})"
0.015135967162647512,"frozenset({'processed cheese', 'rolls/buns'})"
0.011800923550538737,"frozenset({'processed cheese', 'root vegetables'})"
0.014109799897383273,"frozenset({'processed cheese', 'soda'})"
0.011031298101590559,"frozenset({'processed cheese', 'tropical fruit'})"
0.02103642893791688,"frozenset({'processed cheese', 'whole milk'})"
0.012570548999486916,"frozenset({'processed cheese', 'yogurt'})"
0.018214468958440224,"frozenset({'red/blush wine', 'rolls/buns'})"
0.01539250897896357,"frozenset({'red/blush wine', 'soda'})"
0.021549512570549,"frozenset({'red/blush wine', 'whole milk'})"
0.011800923550538737,"frozenset({'red/blush wine', 'yogurt'})"
0.09081580297588507,"frozenset({'rolls/buns', 'root vegetables'})"
0.030271934325295024,"frozenset({'salty snack', 'rolls/buns'})"
0.0823499230374551,"frozenset({'sausage', 'rolls/buns'})"
0.01026167265264238,"frozenset({'seasonal products', 'rolls/buns'})"
0.014879425346331451,"frozenset({'semi-finished bread', 'rolls/buns'})"
0.06875320677270395,"frozenset({'rolls/buns', 'shopping bags'})"
0.02052334530528476,"frozenset({'sliced cheese', 'rolls/buns'})"
0.11980502821959979,"frozenset({'rolls/buns', 'soda'})"
0.01718830169317599,"frozenset({'rolls/buns', 'soft cheese'})"
0.020010261672652643,"frozenset({'specialty bar', 'rolls/buns'})"
0.020010261672652643,"frozenset({'specialty chocolate', 'rolls/buns'})"
0.02719343252950231,"frozenset({'rolls/buns', 'sugar'})"
0.08825038481272447,"frozenset({'tropical fruit', 'rolls/buns'})"
0.024884556182657773,"frozenset({'waffles', 'rolls/buns'})"
0.05849153412006157,"frozenset({'whipped/sour cream', 'rolls/buns'})"
0.037711646998460746,"frozenset({'white bread', 'rolls/buns'})"
0.017444843509492047,"frozenset({'white wine', 'rolls/buns'})"
0.17855310415597742,"frozenset({'rolls/buns', 'whole milk'})"
0.11133914828116984,"frozenset({'yogurt', 'rolls/buns'})"
0.02077988712160082,"frozenset({'salty snack', 'root vegetables'})"
0.056182657773217036,"frozenset({'sausage', 'root vegetables'})"
0.010005130836326322,"frozenset({'semi-finished bread', 'root vegetables'})"
0.04746023601847101,"frozenset({'root vegetables', 'shopping bags'})"
0.014879425346331451,"frozenset({'sliced cheese', 'root vegetables'})"
0.08132375577219086,"frozenset({'root vegetables', 'soda'})"
0.011287839917906618,"frozenset({'root vegetables', 'soft cheese'})"
0.012314007183170857,"frozenset({'specialty bar', 'root vegetables'})"
0.013596716264751155,"frozenset({'specialty chocolate', 'root vegetables'})"
0.018727552591072345,"frozenset({'sugar', 'root vegetables'})"
0.057465366854797334,"frozenset({'tropical fruit', 'root vegetables'})"
0.019240636223704463,"frozenset({'waffles', 'root vegetables'})"
0.04027706516162134,"frozenset({'whipped/sour cream', 'root vegetables'})"
0.02616726526423807,"frozenset({'white bread', 'root vegetables'})"
0.013596716264751155,"frozenset({'white wine', 'root vegetables'})"
0.11313494099538225,"frozenset({'whole milk', 'root vegetables'})"
0.0715751667521806,"frozenset({'yogurt', 'root vegetables'})"
0.011287839917906618,"frozenset({'salt', 'whole milk'})"
0.01616213442791175,"frozenset({'salty snack', 'sausage'})"
0.014879425346331451,"frozenset({'salty snack', 'shopping bags'})"
0.02052334530528476,"frozenset({'salty snack', 'soda'})"
0.016418676244227808,"frozenset({'salty snack', 'tropical fruit'})"
0.011287839917906618,"frozenset({'salty snack', 'whipped/sour cream'})"
0.03386351975371986,"frozenset({'salty snack', 'whole milk'})"
0.023088763468445357,"frozenset({'salty snack', 'yogurt'})"
0.03694202154951257,"frozenset({'sausage', 'shopping bags'})"
0.015135967162647512,"frozenset({'sliced cheese', 'sausage'})"
0.07721908671113391,"frozenset({'sausage', 'soda'})"
0.014622883530015392,"frozenset({'specialty bar', 'sausage'})"
0.013340174448435094,"frozenset({'sausage', 'specialty chocolate'})"
0.02052334530528476,"frozenset({'sausage', 'sugar'})"
0.054643406875320676,"frozenset({'tropical fruit', 'sausage'})"
0.01590559261159569,"frozenset({'waffles', 'sausage'})"
0.038994356080041044,"frozenset({'whipped/sour cream', 'sausage'})"
0.022575679835813236,"frozenset({'sausage', 'white bread'})"
0.013083632632119035,"frozenset({'white wine', 'sausage'})"
0.10697793740379682,"frozenset({'sausage', 'whole milk'})"
0.07542329399692149,"frozenset({'yogurt', 'sausage'})"
0.0107747562852745,"frozenset({'seasonal products', 'soda'})"
0.013340174448435094,"frozenset({'seasonal products', 'whole milk'})"
0.012314007183170857,"frozenset({'semi-finished bread', 'soda'})"
0.011544381734222679,"frozenset({'semi-finished bread', 'tropical fruit'})"
0.019753719856336584,"frozenset({'semi-finished bread', 'whole milk'})"
0.012570548999486916,"frozenset({'semi-finished bread', 'yogurt'})"
0.0107747562852745,"frozenset({'sliced cheese', 'shopping bags'})"
0.064648537711647,"frozenset({'shopping bags', 'soda'})"
0.01051821446895844,"frozenset({'specialty bar', 'shopping bags'})"
0.01026167265264238,"frozenset({'specialty chocolate', 'shopping bags'})"
0.044638276038994354,"frozenset({'tropical fruit', 'shopping bags'})"
0.013340174448435094,"frozenset({'waffles', 'shopping bags'})"
0.024371472550025655,"frozenset({'whipped/sour cream', 'shopping bags'})"
0.018984094407388404,"frozenset({'white bread', 'shopping bags'})"
0.09132888660851719,"frozenset({'whole milk', 'shopping bags'})"
0.05489994869163674,"frozenset({'yogurt', 'shopping bags'})"
0.018471010774756286,"frozenset({'sliced cheese', 'soda'})"
