antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.05233453052847614,0.4581836839404823,0.02744997434581837,0.5245098039215687,1.1447587993764134,0.0034711463509855336,1.1394899842901198,0.13343689438290937
frozenset({'ice cream'}),frozenset({'whole milk'}),0.05643919958953309,0.4581836839404823,0.030271934325295024,0.5363636363636364,1.1706301537208592,0.004412413938710596,1.1686234267950384,0.15447783891392713
frozenset({'liquor'}),frozenset({'whole milk'}),0.02642380708055413,0.4581836839404823,0.016675218060543867,0.6310679611650485,1.3773252590265168,0.004568260788642975,1.4686073830034294,0.2813904935644065
frozenset({'margarine'}),frozenset({'whole milk'}),0.11698306824012314,0.4581836839404823,0.059517701385325805,0.5087719298245614,1.1104104045107168,0.005917968220405349,1.1029832148354468,0.11260494099260646
frozenset({'meat'}),frozenset({'whole milk'}),0.06362237044638276,0.4581836839404823,0.034889687018984095,0.5483870967741935,1.1968717263302386,0.005738954946834372,1.1997361284175034,0.17566478646253014
frozenset({'mustard'}),frozenset({'whole milk'}),0.023345305284761416,0.4581836839404823,0.014109799897383273,0.6043956043956044,1.3191120190000367,0.003413361919296077,1.3695912433726698,0.24769682642023064
frozenset({'napkins'}),frozenset({'whole milk'}),0.08132375577219086,0.4581836839404823,0.043099025141098,0.5299684542586751,1.1566724718366828,0.0058378071295195275,1.1527233032944104,0.14744152338399757
frozenset({'newspapers'}),frozenset({'whole milk'}),0.13981528989225245,0.4581836839404823,0.07234479220112879,0.5174311926605504,1.129309512312892,0.008283707607090074,1.1227752557126887,0.13311462372005153
frozenset({'oil'}),frozenset({'whole milk'}),0.05566957414058492,0.4581836839404823,0.030271934325295024,0.543778801843318,1.186813980730825,0.004765043762164016,1.1876175816658117,0.16668738690204848
frozenset({'onions'}),frozenset({'whole milk'}),0.07619291944586967,0.4581836839404823,0.039763981528989224,0.521885521885522,1.1390312230177853,0.004853629007100242,1.1332355342934985,0.13212817228189294
frozenset({'pot plants'}),frozenset({'other vegetables'}),0.029758850692662903,0.3766033863519754,0.015135967162647512,0.5086206896551725,1.3505473080898245,0.003928683217847834,1.2686667926872084,0.2675205478224238
frozenset({'other vegetables'}),frozenset({'whole milk'}),0.3766033863519754,0.4581836839404823,0.1913801949717804,0.5081743869209809,1.1091062487222754,0.01882666802857158,1.1016431467802936,0.15780182923465622
frozenset({'pastry'}),frozenset({'whole milk'}),0.1775269368907132,0.4581836839404823,0.09107234479220112,0.5130057803468208,1.119650913657283,0.00973239884894464,1.11257237600352,0.12993067575760225
frozenset({'pickled vegetables'}),frozenset({'whole milk'}),0.033350436121087734,0.4581836839404823,0.017701385325808106,0.5307692307692308,1.1584201912309415,0.0024207596428263995,1.1546905096350377,0.1414735838025786
frozenset({'pip fruit'}),frozenset({'whole milk'}),0.17060030785017957,0.4581836839404823,0.08696767573114418,0.5097744360902257,1.1125984053077824,0.008801398198968524,1.1052388042318386,0.12201969548908895
frozenset({'pork'}),frozenset({'whole milk'}),0.13237557721908672,0.4581836839404823,0.06695741405849154,0.5058139534883721,1.103954530065887,0.006305084424502602,1.0963812513204358,0.10853266447793256
frozenset({'pot plants'}),frozenset({'whole milk'}),0.029758850692662903,0.4581836839404823,0.01564905079527963,0.5258620689655173,1.147710159477932,0.0020140309550805684,1.1427398665982558,0.13264731125001086
frozenset({'processed cheese'}),frozenset({'whole milk'}),0.038481272447408926,0.4581836839404823,0.02103642893791688,0.5466666666666666,1.193116834639791,0.003404937765245676,1.195183050131289,0.16833693416976847
frozenset({'red/blush wine'}),frozenset({'whole milk'}),0.039763981528989224,0.4581836839404823,0.021549512570549,0.5419354838709678,1.1827908824910596,0.0033303050254554246,1.1828384364679614,0.16094169433736627
frozenset({'rolls/buns'}),frozenset({'whole milk'}),0.3496664956387891,0.4581836839404823,0.17855310415597742,0.5106382978723404,1.1144838102499344,0.018341621033638428,1.1071898632520578,0.1579552925706771
frozenset({'sausage'}),frozenset({'whole milk'}),0.2060030785017958,0.4581836839404823,0.10697793740379682,0.5193026151930261,1.1333939496206136,0.012590687992763652,1.1271463777093076,0.14823010735192135
frozenset({'seasonal products'}),frozenset({'whole milk'}),0.025910723447922012,0.4581836839404823,0.013340174448435094,0.5148514851485149,1.123679221225594,0.0014683037255031513,1.1168050596328836,0.11299406413970536
frozenset({'semi-finished bread'}),frozenset({'whole milk'}),0.03617239610056439,0.4581836839404823,0.019753719856336584,0.5460992907801419,1.1918785192950687,0.0031801181540256525,1.193689071318625,0.16703020163227772
frozenset({'shopping bags'}),frozenset({'whole milk'}),0.16829143150333503,0.4581836839404823,0.09132888660851719,0.5426829268292683,1.1844221997651108,0.014220498546701807,1.184771677783479,0.18721277613347298
frozenset({'soft cheese'}),frozenset({'whole milk'}),0.037711646998460746,0.4581836839404823,0.019497178040020522,0.5170068027210885,1.1283832682008974,0.0022183166908027463,1.1217887107147761,0.11823513729672092
frozenset({'specialty chocolate'}),frozenset({'whole milk'}),0.05849153412006157,0.4581836839404823,0.029758850692662903,0.5087719298245614,1.1104104045107168,0.0029589841102026747,1.1029832148354468,0.10560932068025923
frozenset({'spread cheese'}),frozenset({'whole milk'}),0.025141097998973832,0.4581836839404823,0.014366341713699333,0.5714285714285715,1.2471604543273078,0.0028471008142208157,1.2642380708055416,0.2032894736842106
frozenset({'sugar'}),frozenset({'whole milk'}),0.0659312467932273,0.4581836839404823,0.03694202154951257,0.5603112840466926,1.222896632258683,0.006733400007002576,1.2322725064362483,0.19513488357899225
frozenset({'waffles'}),frozenset({'whole milk'}),0.06900974858902001,0.4581836839404823,0.03796818881477681,0.550185873605948,1.2007976121590063,0.006349047978453121,1.2045337935538039,0.17961541039523957
frozenset({'whipped/sour cream'}),frozenset({'whole milk'}),0.15469471523858389,0.4581836839404823,0.0797845048742945,0.5157545605306799,1.1256502110574413,0.008905910360156269,1.1188878033694836,0.1320523642467149
frozenset({'white bread'}),frozenset({'whole milk'}),0.0887634684453566,0.4581836839404823,0.04771677783478707,0.53757225433526,1.1732679996634061,0.007046804863158826,1.1716777834787069,0.16206529109754905
frozenset({'white wine'}),frozenset({'whole milk'}),0.044125192406362236,0.4581836839404823,0.023601847101077475,0.5348837209302325,1.1674001927133517,0.0033844038897478286,1.164905079527963,0.15001516954888086
frozenset({'yogurt'}),frozenset({'whole milk'}),0.28296562339661363,0.4581836839404823,0.15059004617752694,0.5321849501359928,1.1615100423460805,0.020939814421151365,1.1581848771582328,0.19392624332206754
"frozenset({'UHT-milk', 'bottled water'})",frozenset({'other vegetables'}),0.02129297075423294,0.3766033863519754,0.011287839917906618,0.5301204819277108,1.4076359935655427,0.003268835026368917,1.326715870071437,0.295889431669248
"frozenset({'UHT-milk', 'bottled water'})",frozenset({'whole milk'}),0.02129297075423294,0.4581836839404823,0.012570548999486916,0.5903614457831324,1.2884820356453808,0.0028144572172755164,1.322669242145293,0.22876400888009188
"frozenset({'UHT-milk', 'rolls/buns'})",frozenset({'other vegetables'}),0.0310415597742432,0.3766033863519754,0.017444843509492047,0.5619834710743802,1.4922422140653502,0.005754486980864797,1.4232262311586978,0.34043514149106824
"frozenset({'UHT-milk', 'sausage'})",frozenset({'other vegetables'}),0.018471010774756286,0.3766033863519754,0.011800923550538737,0.6388888888888888,1.6964501967907961,0.004844678343421695,1.7263290839483758,0.4182595058978612
"frozenset({'UHT-milk', 'soda'})",frozenset({'other vegetables'}),0.02744997434581837,0.3766033863519754,0.014879425346331451,0.5420560747663551,1.4393287325880464,0.004541672052421404,1.3612946461293598,0.31384676957221735
"frozenset({'UHT-milk', 'other vegetables'})",frozenset({'whole milk'}),0.038994356080041044,0.4581836839404823,0.022062596203181118,0.5657894736842105,1.2348529498438143,0.004196018481540966,1.2478193945613136,0.19790412098486443
"frozenset({'UHT-milk', 'whole milk'})",frozenset({'other vegetables'}),0.040533606977937404,0.3766033863519754,0.022062596203181118,0.5443037974683544,1.445297140689132,0.006797502554229833,1.3680092355053874,0.32111677652033327
"frozenset({'UHT-milk', 'yogurt'})",frozenset({'other vegetables'}),0.023345305284761416,0.3766033863519754,0.014366341713699333,0.6153846153846154,1.6340389855376232,0.005574420688037518,1.6208311954848642,0.3972944575781456
"frozenset({'UHT-milk', 'pip fruit'})",frozenset({'whole milk'}),0.01718830169317599,0.4581836839404823,0.01026167265264238,0.5970149253731343,1.303003459744948,0.0023862732621825773,1.3445071546662106,0.23660924040720438
"frozenset({'UHT-milk', 'root vegetables'})",frozenset({'whole milk'}),0.02103642893791688,0.4581836839404823,0.011287839917906618,0.5365853658536586,1.1711140851610085,0.0016492914101796947,1.1691825767600121,0.1492519534972365
"frozenset({'UHT-milk', 'sausage'})",frozenset({'whole milk'}),0.018471010774756286,0.4581836839404823,0.011031298101590559,0.5972222222222222,1.3034558915018042,0.0025681823387083812,1.3451991295270784,0.23718985156639386
"frozenset({'UHT-milk', 'soda'})",frozenset({'whole milk'}),0.02744997434581837,0.4581836839404823,0.01564905079527963,0.5700934579439253,1.2442465280321504,0.003071920425440841,1.2603118656167045,0.2018412893349651
"frozenset({'UHT-milk', 'tropical fruit'})",frozenset({'whole milk'}),0.021549512570549,0.4581836839404823,0.011031298101590559,0.5119047619047619,1.1172479070015462,0.001157663044894685,1.1100626963170606,0.10725478957573677
"frozenset({'UHT-milk', 'yogurt'})",frozenset({'whole milk'}),0.023345305284761416,0.4581836839404823,0.012827090815802977,0.5494505494505495,1.1991927445454882,0.0021306528377157807,1.2025679210101492,0.17007617546624643
"frozenset({'bottled beer', 'beef'})",frozenset({'whole milk'}),0.02077988712160082,0.4581836839404823,0.013083632632119035,0.6296296296296297,1.3741860561569408,0.0035626273988765868,1.462904053360698,0.2780748663101605
"frozenset({'beef', 'bottled water'})",frozenset({'other vegetables'}),0.025910723447922012,0.3766033863519754,0.013853258081067214,0.5346534653465347,1.4196724849596676,0.004095191887750253,1.3396395314563936,0.3034754533306021
"frozenset({'beef', 'bottled water'})",frozenset({'whole milk'}),0.025910723447922012,0.4581836839404823,0.014366341713699333,0.5544554455445545,1.2101160843967935,0.0024944709907673904,1.21607662048914,0.17825162722450053
"frozenset({'butter', 'beef'})",frozenset({'whole milk'}),0.02052334530528476,0.4581836839404823,0.0107747562852745,0.525,1.1458286674132139,0.001371294326516526,1.1406659285463532,0.12993589263887853
"frozenset({'canned beer', 'beef'})",frozenset({'whole milk'}),0.018727552591072345,0.4581836839404823,0.012314007183170857,0.6575342465753424,1.435088741965669,0.0037333481458042047,1.5821036428937916,0.3089651416122004
"frozenset({'citrus fruit', 'beef'})",frozenset({'whole milk'}),0.028989225243714726,0.4581836839404823,0.01693175987685993,0.584070796460177,1.2747524997770268,0.00364936986011429,1.3026647598877767,0.22196869620911897
"frozenset({'beef', 'curd'})",frozenset({'whole milk'}),0.01718830169317599,0.4581836839404823,0.0107747562852745,0.6268656716417911,1.3681536327321957,0.002899356894814697,1.4520677270395077,0.2737939864016607
"frozenset({'frankfurter', 'beef'})",frozenset({'whole milk'}),0.020010261672652643,0.4581836839404823,0.011287839917906618,0.564102564102564,1.2311712177333676,0.002119464508117593,1.2429903721365403,0.19159923845787713
"frozenset({'fruit/vegetable juice', 'beef'})",frozenset({'whole milk'}),0.019497178040020522,0.4581836839404823,0.011800923550538737,0.6052631578947368,1.3210054812282666,0.0028676346897186615,1.372601334017445,0.24783291242918565
"frozenset({'newspapers', 'beef'})",frozenset({'whole milk'}),0.020010261672652643,0.4581836839404823,0.011031298101590559,0.5512820512820512,1.2031900536939728,0.001862922691801534,1.207476361504068,0.1723243638134664
"frozenset({'beef', 'pip fruit'})",frozenset({'other vegetables'}),0.025141097998973832,0.3766033863519754,0.012570548999486916,0.5,1.3276566757493187,0.0031023263564664994,1.2467932272960494,0.25315789473684214
"frozenset({'sausage', 'beef'})",frozenset({'other vegetables'}),0.025654181631605953,0.3766033863519754,0.013853258081067214,0.5399999999999999,1.433869209809264,0.004191806404515767,1.3552100296696186,0.3105533126596844
"frozenset({'beef', 'shopping bags'})",frozenset({'other vegetables'}),0.019497178040020522,0.3766033863519754,0.01051821446895844,0.5394736842105263,1.4324716764663703,0.003175511194779341,1.3536612182071392,0.30790928003471557
"frozenset({'whipped/sour cream', 'beef'})",frozenset({'other vegetables'}),0.022575679835813236,0.3766033863519754,0.012314007183170857,0.5454545454545455,1.4483527371810752,0.0038119297078055853,1.3714725500256546,0.3167104111986002
"frozenset({'other vegetables', 'beef'})",frozenset({'whole milk'}),0.05079527963057978,0.4581836839404823,0.030528476141611083,0.601010101010101,1.3117230536043525,0.007254907793685098,1.3579700073390444,0.250361117419941
"frozenset({'yogurt', 'beef'})",frozenset({'other vegetables'}),0.038481272447408926,0.3766033863519754,0.019753719856336584,0.5133333333333334,1.3630608537693008,0.0052615423415094155,1.2809519458521057,0.27701700647271627
"frozenset({'pastry', 'beef'})",frozenset({'whole milk'}),0.024628014366341714,0.4581836839404823,0.014366341713699333,0.5833333333333334,1.2731429637924598,0.003082187363189763,1.3003591585428427,0.21995941985421202
"frozenset({'beef', 'pip fruit'})",frozenset({'whole milk'}),0.025141097998973832,0.4581836839404823,0.01564905079527963,0.6224489795918368,1.3585140663208173,0.004129809895801114,1.4350810533468308,0.27070750647109587
"frozenset({'beef', 'rolls/buns'})",frozenset({'whole milk'}),0.040533606977937404,0.4581836839404823,0.024371472550025655,0.6012658227848101,1.312281174252626,0.005799635181478656,1.3588409196413302,0.2480213903743316
"frozenset({'beef', 'root vegetables'})",frozenset({'whole milk'}),0.03309389430477168,0.4581836839404823,0.020010261672652643,0.6046511627906976,1.3196697830672672,0.004847179264155409,1.3704765641505448,0.25052554238014574
"frozenset({'sausage', 'beef'})",frozenset({'whole milk'}),0.025654181631605953,0.4581836839404823,0.01590559261159569,0.62,1.3531690929451288,0.004151265163148222,1.4258324106829414,0.267865939628667
"frozenset({'beef', 'shopping bags'})",frozenset({'whole milk'}),0.019497178040020522,0.4581836839404823,0.011544381734222679,0.5921052631578948,1.2922879707667827,0.0026110928734026026,1.3283238716297856,0.23067620210477352
"frozenset({'beef', 'soda'})",frozenset({'whole milk'}),0.04284248332478194,0.4581836839404823,0.024114930733709596,0.5628742514970061,1.2284903876457614,0.004485203894802326,1.2394975997525957,0.19431787724470662
"frozenset({'tropical fruit', 'beef'})",frozenset({'whole milk'}),0.028476141611082608,0.4581836839404823,0.01539250897896357,0.5405405405405405,1.1797463757150206,0.0023452055111868805,1.1792472761295385,0.15682598362820166
"frozenset({'whipped/sour cream', 'beef'})",frozenset({'whole milk'}),0.022575679835813236,0.4581836839404823,0.014622883530015392,0.6477272727272728,1.4136847195357836,0.004279075375381622,1.5380592197818572,0.29938757655293097
"frozenset({'yogurt', 'beef'})",frozenset({'whole milk'}),0.038481272447408926,0.4581836839404823,0.023601847101077475,0.6133333333333333,1.3386188876446434,0.005970355928406272,1.4012490932573733,0.2630852396640527
"frozenset({'berries', 'bottled water'})",frozenset({'other vegetables'}),0.019497178040020522,0.3766033863519754,0.01026167265264238,0.5263157894736843,1.39753334289402,0.002918969378463282,1.3160595177013856,0.29010989010989013
"frozenset({'berries', 'bottled water'})",frozenset({'soda'}),0.019497178040020522,0.3134940995382247,0.010005130836326322,0.5131578947368421,1.6368980963045914,0.003892880563133639,1.4101202279755385,0.3968253968253969
"frozenset({'berries', 'bottled water'})",frozenset({'whole milk'}),0.019497178040020522,0.4581836839404823,0.01051821446895844,0.5394736842105263,1.1774179289208464,0.0015849256081383635,1.17651542915781,0.15368023381960652
"frozenset({'berries', 'pip fruit'})",frozenset({'other vegetables'}),0.018214468958440224,0.3766033863519754,0.0107747562852745,0.591549295774648,1.5707487431400393,0.003915125594922974,1.526246881689992,0.3701021563577091
"frozenset({'berries', 'rolls/buns'})",frozenset({'other vegetables'}),0.028989225243714726,0.3766033863519754,0.014879425346331451,0.5132743362831859,1.362904198114345,0.0039619849518283175,1.280796678949578,0.27422220197695074
"frozenset({'berries', 'other vegetables'})",frozenset({'whole milk'}),0.03694202154951257,0.4581836839404823,0.019497178040020522,0.5277777777777777,1.1518912529550824,0.0025709465142561665,1.1473757281260373,0.13692061800745856
"frozenset({'berries', 'yogurt'})",frozenset({'other vegetables'}),0.024371472550025655,0.3766033863519754,0.014366341713699333,0.5894736842105263,1.565237344041302,0.005187962620975459,1.5185302127323677,0.3701401149468465
"frozenset({'berries', 'pip fruit'})",frozenset({'whole milk'}),0.018214468958440224,0.4581836839404823,0.0107747562852745,0.591549295774648,1.2910745548317906,0.0024291837968767986,1.3265158082836472,0.22963405377829219
"frozenset({'berries', 'rolls/buns'})",frozenset({'whole milk'}),0.028989225243714726,0.4581836839404823,0.01693175987685993,0.584070796460177,1.2747524997770268,0.00364936986011429,1.3026647598877767,0.22196869620911897
"frozenset({'berries', 'root vegetables'})",frozenset({'whole milk'}),0.021549512570549,0.4581836839404823,0.012057465366854798,0.5595238095238095,1.2211779448621554,0.002183830310158924,1.2300694742972835,0.18510749868904036
"frozenset({'berries', 'sausage'})",frozenset({'whole milk'}),0.017957927142124165,0.4581836839404823,0.01026167265264238,0.5714285714285715,1.2471604543273078,0.0020336434387291536,1.2642380708055416,0.20180250783699064
"frozenset({'berries', 'shopping bags'})",frozenset({'whole milk'}),0.017444843509492047,0.4581836839404823,0.010005130836326322,0.573529411764706,1.2517456030564522,0.002012188171382044,1.270465844553352,0.20468634933386898
"frozenset({'berries', 'soda'})",frozenset({'whole milk'}),0.028219599794766546,0.4581836839404823,0.014366341713699333,0.5090909090909091,1.1111065865825105,0.0014365815204071194,1.103699903084203,0.10290013576708411
"frozenset({'berries', 'tropical fruit'})",frozenset({'whole milk'}),0.022319138019497177,0.4581836839404823,0.011287839917906618,0.5057471264367815,1.1038086779678469,0.0010615750377573202,1.09623301156228,0.09619283891128538
"frozenset({'berries', 'yogurt'})",frozenset({'whole milk'}),0.024371472550025655,0.4581836839404823,0.01564905079527963,0.6421052631578947,1.4014145105204219,0.004482439719254536,1.5138985301662995,0.2935904786126569
"frozenset({'beverages', 'rolls/buns'})",frozenset({'other vegetables'}),0.023601847101077475,0.3766033863519754,0.013596716264751155,0.5760869565217391,1.529691387276389,0.004708180722323825,1.4705766270671352,0.35464361137826084
"frozenset({'beverages', 'yogurt'})",frozenset({'other vegetables'}),0.020266803488968702,0.3766033863519754,0.011031298101590559,0.5443037974683544,1.445297140689132,0.0033987512771149163,1.3680092355053874,0.3144741409232905
"frozenset({'beverages', 'rolls/buns'})",frozenset({'soda'}),0.023601847101077475,0.3134940995382247,0.011800923550538737,0.5,1.5949263502454993,0.004401883746147595,1.3730118009235506,0.38202837624802943
"frozenset({'beverages', 'rolls/buns'})",frozenset({'whole milk'}),0.023601847101077475,0.4581836839404823,0.013340174448435094,0.5652173913043478,1.2336043624324455,0.002526193195863424,1.2461775269368907,0.19394478354015923
"frozenset({'beverages', 'soda'})",frozenset({'whole milk'}),0.02616726526423807,0.4581836839404823,0.013083632632119035,0.5,1.0912653975363942,0.0010942186347026178,1.0836326321190355,0.0858798735511064
"frozenset({'beverages', 'yogurt'})",frozenset({'whole milk'}),0.020266803488968702,0.4581836839404823,0.01026167265264238,0.5063291139240507,1.1050788835811587,0.000975753968368881,1.0975253581718436,0.09705420267085624
"frozenset({'bottled beer', 'bottled water'})",frozenset({'whole milk'}),0.04027706516162134,0.4581836839404823,0.023088763468445357,0.5732484076433122,1.251132302907968,0.0046344693743828325,1.269629277930512,0.2091478808399418
"frozenset({'bottled beer', 'brown bread'})",frozenset({'whole milk'}),0.023601847101077475,0.4581836839404823,0.014366341713699333,0.6086956521739131,1.32849700569648,0.003552360461127663,1.3846416965965456,0.2532467532467533
"frozenset({'bottled beer', 'butter'})",frozenset({'whole milk'}),0.02103642893791688,0.4581836839404823,0.011031298101590559,0.524390243902439,1.1444978559528036,0.0013927495938636358,1.1392035363302682,0.1289673833552728
"frozenset({'bottled beer', 'canned beer'})",frozenset({'whole milk'}),0.029758850692662903,0.4581836839404823,0.01693175987685993,0.5689655172413793,1.2417847627138279,0.0032967400366608664,1.2570138532580812,0.20067945451340485
"frozenset({'bottled beer', 'chocolate'})",frozenset({'whole milk'}),0.016675218060543867,0.4581836839404823,0.011031298101590559,0.6615384615384616,1.443828064432768,0.0033909852600997057,1.600820933812212,0.31260958991378424
"frozenset({'bottled beer', 'citrus fruit'})",frozenset({'whole milk'}),0.03155464340687532,0.4581836839404823,0.018214468958440224,0.5772357723577236,1.2598348491883575,0.003756646196849839,1.2816039783715516,0.21296520846935918
"frozenset({'bottled beer', 'coffee'})",frozenset({'other vegetables'}),0.02103642893791688,0.3766033863519754,0.0107747562852745,0.5121951219512195,1.360038545889546,0.002852365910502315,1.2779630579784507,0.27041529400019976
"frozenset({'bottled beer', 'cream cheese '})",frozenset({'whole milk'}),0.017957927142124165,0.4581836839404823,0.01051821446895844,0.5857142857142857,1.2783394656854903,0.0022901852550452125,1.3078324870402154,0.22171674694803373
